inf;1.169889668822752071e+01;1.112542288660141487e+01;inf;inf
inf;inf;8.670120731247047630e+00;inf;inf
inf;inf;inf;1.423737496010731363e+01;4.088551500646567582e+00
inf;inf;1.251935385500517128e+01;inf;1.122803535500502292e+01
0.000000000000000000e+00;1.597423873246823689e+01;inf;1.356382146136943057e+01;inf
