inf;9.539160613193931937e+00;inf;inf;inf
inf;inf;9.967628738938877575e+00;inf;inf
inf;1.372558902798147784e+01;inf;8.049405175778824528e+00;1.180979391274353496e+01
inf;inf;2.054966769815769823e+01;inf;1.055497570248603623e+01
0.000000000000000000e+00;inf;inf;inf;inf
