inf;1.127437304680795727e+01;4.611231936710149526e+00;4.866571598134464161e+00
inf;inf;1.135996942025489709e+01;inf
inf;4.465634086304478778e+00;inf;1.148014620846644540e+01
0.000000000000000000e+00;inf;inf;inf
