inf;9.146600934397893568e+00;inf;4.931525153465988964e+00
inf;inf;1.173233202520336604e+01;inf
inf;7.341220702617356153e+00;inf;9.437862381978394666e+00
0.000000000000000000e+00;inf;inf;inf
