inf;6.823451481130140550e+00;inf;inf;inf
inf;inf;9.778142354325657593e+00;inf;inf
inf;8.705133448205160107e+00;inf;9.092493385330426392e+00;inf
inf;inf;1.469932353666653313e+00;inf;9.474836061251696862e+00
0.000000000000000000e+00;1.206439081490125176e+01;1.095339745189524905e+01;8.878802811167648912e+00;inf
