inf;1.204396214370361129e+01;inf;inf;4.988952245378611927e+00;inf;1.144433487077170675e+01;inf
inf;inf;9.503622058325420952e+00;inf;inf;inf;inf;inf
inf;4.404498451720247232e+00;inf;7.693171970062615550e+00;inf;inf;4.194473270878043891e+00;inf
inf;inf;8.287770217526531980e+00;inf;1.059903047839867973e+01;inf;1.565480513958560849e+01;inf
inf;inf;inf;1.007959845074741878e+01;inf;1.007129480850409919e+01;inf;1.228874438352887744e+01
inf;inf;inf;1.282660867852923303e+01;1.404613699778862212e+01;inf;7.914657429816786660e+00;1.122452786708137751e+01
inf;4.221357320915565481e+00;inf;inf;inf;1.041902335129708312e+01;inf;1.235931254490179931e+01
0.000000000000000000e+00;1.555963806189514997e+01;1.587749638642615402e+01;inf;inf;inf;inf;inf
