inf;7.585114379735898638e+00;inf;inf
inf;inf;1.013585692188909704e+01;1.013874235861079320e+01
inf;3.064379361957993098e+00;inf;7.898557870740058107e+00
0.000000000000000000e+00;inf;1.369189742621932027e+01;inf
