inf;9.491065795608891520e+00;inf;inf
inf;inf;1.027381555709436967e+01;inf
inf;1.884602402259832132e+01;inf;8.777239368464339719e+00
0.000000000000000000e+00;inf;3.185953774691256513e+00;inf
