inf;1.216386460766741351e+01;inf;inf;inf
inf;inf;8.355140080555663928e+00;4.541698064930211665e+00;inf
inf;inf;inf;9.662783781977612563e+00;inf
inf;4.812656793211766093e+00;inf;inf;1.403278929247178120e+01
0.000000000000000000e+00;inf;inf;inf;inf
