inf;1.202782320529275673e+01;inf;inf;inf
inf;inf;8.381404945652484173e+00;inf;1.265532947327318070e+01
inf;1.045090602373734257e+01;inf;1.055072370919888769e+01;inf
inf;inf;6.057941977384118104e+00;inf;7.243080246751069318e+00
0.000000000000000000e+00;inf;inf;1.211264444144567776e+01;inf
