inf;1.182236996763194803e+01;4.986751998068921665e+00;1.522668322674744878e+01
inf;inf;6.950572270346996540e+00;inf
inf;1.756441679934756905e+01;inf;1.208018088448245564e+01
0.000000000000000000e+00;inf;6.793864644214026249e+00;inf
