inf;9.367129558826734481e+00;inf;inf
inf;inf;6.727084493620762551e+00;4.426787665650256720e+00
inf;1.321251010244347945e+01;inf;1.358462666216306758e+01
0.000000000000000000e+00;1.160160231234483241e+01;1.382104005358490362e+01;inf
