inf;7.269579228233718382e+00;inf;4.480089204618339593e+00
inf;inf;1.223292856574143883e+01;inf
inf;1.605621297810494852e+01;inf;8.929104553526158838e+00
0.000000000000000000e+00;inf;1.131182726490145818e+01;inf
