inf;8.423455943928592760e+00;inf;inf;1.571819769071400685e+01
inf;inf;8.143951971044479876e+00;inf;inf
inf;7.967310920648200678e+00;inf;8.541092821971092874e+00;1.558596149260996100e+01
inf;inf;9.765881490512974494e+00;inf;1.095190207312896113e+01
0.000000000000000000e+00;inf;4.467878655247197628e+00;3.409112452971726270e+00;inf
