inf;1.261113387109167050e+01;inf;1.027047664228933321e+01
inf;inf;1.239783632827727899e+01;inf
inf;7.188433170991582521e+00;inf;8.760891554605393594e+00
0.000000000000000000e+00;inf;1.995380591452933317e+01;inf
