inf;9.498195780735890992e+00;inf;inf;inf
inf;inf;7.582029032100688681e+00;inf;inf
inf;9.551237164800408408e+00;inf;8.788081026838916898e+00;4.868683387419878272e+00
inf;inf;1.687669305636980610e+01;inf;9.658912441112754266e+00
0.000000000000000000e+00;4.698548074379607087e+00;inf;9.408266287662602423e+00;inf
