inf;1.094274249686504419e+01;inf;inf;1.528362657014578474e+01;1.009777962059592760e+01
inf;inf;1.080984536216880798e+01;inf;inf;inf
inf;1.619014656961972776e+01;inf;1.160043954627909812e+01;inf;4.562200531132194925e+00
inf;inf;1.615847905296321585e+01;inf;9.355372616446070211e+00;1.245856043325863105e+01
inf;4.893364917622269772e+00;inf;5.389010189579584775e+00;inf;1.219837872192009698e+01
0.000000000000000000e+00;inf;inf;1.147499356916118884e+01;2.236910258526691564e+01;inf
