inf;8.639588979072984287e+00;1.577321035529016058e+01;inf;inf
inf;inf;9.066466131909514559e+00;1.220661549686234437e+01;4.383255558342378677e+00
inf;6.100073301383380553e+00;inf;9.699340247223521061e+00;inf
inf;4.129681701061863386e+00;8.778719063038183279e+00;inf;8.133552265839609774e+00
0.000000000000000000e+00;inf;1.046112484116823538e+01;2.267264548299984739e+01;inf
