inf;7.073661062558779022e+00;inf;inf;1.227784156726269238e+01;1.177911467162583747e+01;1.511877202528298270e+01
inf;inf;8.429395949981939751e+00;inf;inf;inf;inf
inf;1.848186918658044320e+01;inf;1.044223876455435196e+01;inf;inf;inf
inf;inf;inf;inf;9.322993778185152181e+00;4.750706794408605660e+00;1.582658913644550580e+01
inf;inf;4.355025671082669803e+00;inf;inf;1.072604851912287671e+01;1.299303091551740508e+01
inf;inf;4.289198249675868269e+00;inf;5.766988505430235001e+00;inf;1.086070958453845670e+01
0.000000000000000000e+00;inf;inf;inf;1.583235176212800610e+01;9.920791329123568758e+00;inf
