inf;1.052868364839030946e+01;1.238149954454315704e+01;1.515621443776496413e+01;inf;inf;inf
inf;inf;1.150827196842167766e+01;inf;inf;inf;inf
inf;9.057573085227922149e+00;inf;8.727268967516524256e+00;inf;inf;inf
inf;1.516819196406109427e+01;1.577338740366654513e+01;inf;1.191777090054153732e+01;inf;1.049600090967124189e+01
inf;inf;1.131047201493805687e+01;5.883565040244764788e+00;inf;1.330462513577528405e+01;inf
inf;inf;inf;inf;1.540239136832172839e+01;inf;8.846278938253918867e+00
0.000000000000000000e+00;4.417002402373118031e+00;4.425403535259612831e+00;inf;inf;1.659408201863376675e+00;inf
