inf;1.272604551523071059e+01;4.512847064793420238e+00;inf;1.574392974168523374e+01
inf;inf;1.162624775813871025e+01;inf;inf
inf;9.983973149098986255e+00;inf;8.449119888723751970e+00;inf
inf;4.904572158538661242e+00;1.098491424838757169e+01;inf;1.371926147689113584e+01
0.000000000000000000e+00;1.107019024108487493e+01;inf;5.152606270547559930e+00;inf
