1.700353622436523438e-02;1.800370216369628906e-02;1.900482177734375000e-02;2.100467681884765625e-02;3.600811958312988281e-02;2.500677108764648438e-02
1.700401306152343750e-02;1.900506019592285156e-02;2.300477027893066406e-02;2.300477027893066406e-02;2.400565147399902344e-02;2.700519561767578125e-02
1.700401306152343750e-02;1.900434494018554688e-02;1.900410652160644531e-02;2.400565147399902344e-02;2.200436592102050781e-02;4.100966453552246094e-02
1.800370216369628906e-02;1.900434494018554688e-02;2.000474929809570312e-02;2.000379562377929688e-02;2.700567245483398438e-02;2.100396156311035156e-02
1.700401306152343750e-02;1.800417900085449219e-02;2.100491523742675781e-02;2.300453186035156250e-02;1.900362968444824219e-02;2.300500869750976562e-02
1.600456237792968750e-02;1.700305938720703125e-02;1.700401306152343750e-02;2.100467681884765625e-02;3.100609779357910156e-02;4.100918769836425781e-02
1.800394058227539062e-02;1.800417900085449219e-02;1.900458335876464844e-02;2.100467681884765625e-02;2.200531959533691406e-02;4.401016235351562500e-02
1.700329780578613281e-02;1.900386810302734375e-02;2.000498771667480469e-02;1.900410652160644531e-02;2.300572395324707031e-02;2.700662612915039062e-02
2.000570297241210938e-02;1.900386810302734375e-02;1.900410652160644531e-02;2.100419998168945312e-02;2.600574493408203125e-02;2.200531959533691406e-02
1.700282096862792969e-02;1.700353622436523438e-02;1.600408554077148438e-02;2.100515365600585938e-02;3.000688552856445312e-02;3.800845146179199219e-02
