0.000000000000000000e+00;1.000404357910156250e-03;4.000425338745117188e-03;1.100230216979980469e-02;1.000189781188964844e-02;6.001377105712890625e-02
1.000165939331054688e-03;1.000165939331054688e-03;7.001876831054687500e-03;8.002042770385742188e-03;1.500391960144042969e-02;5.801320075988769531e-02
9.987354278564453125e-04;9.992122650146484375e-04;1.000404357910156250e-03;3.000020980834960938e-03;1.800394058227539062e-02;4.801082611083984375e-02
1.000165939331054688e-03;2.000093460083007812e-03;3.001451492309570312e-03;6.001234054565429688e-03;1.800370216369628906e-02;3.800773620605468750e-02
9.992122650146484375e-04;1.999855041503906250e-03;1.999616622924804688e-03;2.000331878662109375e-03;2.900648117065429688e-02;2.600526809692382812e-02
1.000642776489257812e-03;9.903907775878906250e-04;6.000518798828125000e-03;9.001016616821289062e-03;5.001115798950195312e-02;1.080272197723388672e-01
1.000165939331054688e-03;0.000000000000000000e+00;1.999855041503906250e-03;1.200199127197265625e-02;3.100562095642089844e-02;4.600811004638671875e-02
0.000000000000000000e+00;9.996891021728515625e-04;3.000020980834960938e-03;6.001710891723632812e-03;7.001686096191406250e-02;7.001590728759765625e-02
9.994506835937500000e-04;9.999275207519531250e-04;2.000331878662109375e-03;8.001804351806640625e-03;1.200294494628906250e-02;5.901312828063964844e-02
9.994506835937500000e-04;2.998828887939453125e-03;2.000570297241210938e-03;8.001327514648437500e-03;1.200199127197265625e-02;5.201053619384765625e-02
0.000000000000000000e+00;2.000331878662109375e-03;5.000829696655273438e-03;6.000757217407226562e-03;1.700282096862792969e-02;2.700543403625488281e-02
0.000000000000000000e+00;1.000642776489257812e-03;9.996891021728515625e-04;6.001710891723632812e-03;4.553198814392089844e-02;4.701018333435058594e-02
0.000000000000000000e+00;9.999275207519531250e-04;1.999139785766601562e-03;7.001399993896484375e-03;3.400731086730957031e-02;3.400731086730957031e-02
9.999275207519531250e-04;1.998901367187500000e-03;2.999305725097656250e-03;7.000923156738281250e-03;3.651380538940429688e-02;3.000617027282714844e-02
0.000000000000000000e+00;9.996891021728515625e-04;3.000736236572265625e-03;6.001949310302734375e-03;8.301877975463867188e-02;8.401870727539062500e-02
1.000881195068359375e-03;2.000331878662109375e-03;5.000591278076171875e-03;1.100158691406250000e-02;1.800394058227539062e-02;9.302163124084472656e-02
1.001119613647460938e-03;1.999616622924804688e-03;9.999275207519531250e-04;2.999305725097656250e-03;2.500557899475097656e-02;1.301188468933105469e-01
9.989738464355468750e-04;1.999378204345703125e-03;7.001399993896484375e-03;9.001016616821289062e-03;1.300358772277832031e-02;3.100681304931640625e-02
1.000165939331054688e-03;1.999139785766601562e-03;2.000570297241210938e-03;8.001327514648437500e-03;4.100871086120605469e-02;8.501911163330078125e-02
1.000881195068359375e-03;2.000331878662109375e-03;1.000165939331054688e-03;1.500368118286132812e-02;1.000237464904785156e-02;1.600337028503417969e-02
