1.800370216369628906e-02;1.700568199157714844e-02;1.900410652160644531e-02;2.500534057617187500e-02;3.000736236572265625e-02;4.200935363769531250e-02
1.900362968444824219e-02;2.000498771667480469e-02;2.090406417846679688e-02;2.300500869750976562e-02;2.600574493408203125e-02;5.001163482666015625e-02
1.600337028503417969e-02;1.700401306152343750e-02;1.800441741943359375e-02;2.000498771667480469e-02;2.600574493408203125e-02;4.200983047485351562e-02
1.700401306152343750e-02;1.800370216369628906e-02;1.800370216369628906e-02;2.100515365600585938e-02;2.500557899475097656e-02;3.804111480712890625e-02
1.697134971618652344e-02;1.700496673583984375e-02;1.900506019592285156e-02;2.000498771667480469e-02;3.200697898864746094e-02;3.600907325744628906e-02
1.700377464294433594e-02;1.800370216369628906e-02;1.900529861450195312e-02;2.300524711608886719e-02;3.500723838806152344e-02;6.101417541503906250e-02
2.000474929809570312e-02;1.900410652160644531e-02;2.000570297241210938e-02;2.400517463684082031e-02;2.900576591491699219e-02;4.901075363159179688e-02
1.900506019592285156e-02;2.100539207458496094e-02;2.200531959533691406e-02;2.357411384582519531e-02;3.800964355468750000e-02;7.201671600341796875e-02
1.900672912597656250e-02;2.100229263305664062e-02;1.800537109375000000e-02;2.300572395324707031e-02;2.700710296630859375e-02;4.500913619995117188e-02
1.700401306152343750e-02;1.700401306152343750e-02;1.900434494018554688e-02;2.300524711608886719e-02;2.600669860839843750e-02;4.151296615600585938e-02
1.800441741943359375e-02;1.900434494018554688e-02;1.900291442871093750e-02;2.200794219970703125e-02;2.500605583190917969e-02;4.200816154479980469e-02
1.600384712219238281e-02;1.800370216369628906e-02;1.800370216369628906e-02;2.200531959533691406e-02;3.800868988037109375e-02;3.900861740112304688e-02
1.900553703308105469e-02;1.902341842651367188e-02;1.799607276916503906e-02;2.000474929809570312e-02;2.900648117065429688e-02;3.900909423828125000e-02
1.700401306152343750e-02;2.200484275817871094e-02;2.200555801391601562e-02;2.100372314453125000e-02;3.500747680664062500e-02;3.800749778747558594e-02
1.800394058227539062e-02;1.800394058227539062e-02;1.900434494018554688e-02;2.200889587402343750e-02;3.400778770446777344e-02;5.001115798950195312e-02
1.800394058227539062e-02;1.900434494018554688e-02;2.100491523742675781e-02;2.200436592102050781e-02;2.601027488708496094e-02;5.201172828674316406e-02
1.700353622436523438e-02;1.650953292846679688e-02;1.800370216369628906e-02;1.900362968444824219e-02;2.800869941711425781e-02;5.201220512390136719e-02
1.700401306152343750e-02;1.700353622436523438e-02;1.800465583801269531e-02;2.000474929809570312e-02;2.600479125976562500e-02;3.400778770446777344e-02
1.700377464294433594e-02;1.700401306152343750e-02;1.800441741943359375e-02;2.100443840026855469e-02;3.400850296020507812e-02;6.401467323303222656e-02
1.600360870361328125e-02;1.900434494018554688e-02;1.900362968444824219e-02;2.600598335266113281e-02;2.700638771057128906e-02;3.500819206237792969e-02
