1.562547683715820312e-02;1.562738418579101562e-02;1.561760902404785156e-02;2.213096618652343750e-02;1.562905311584472656e-02;4.687738418579101562e-02;1.380183696746826172e-01;2.406194210052490234e-01;3.629767894744873047e-01;6.079485416412353516e-01
1.803517341613769531e-02;1.563763618469238281e-02;1.575684547424316406e-02;1.590967178344726562e-02;1.521039009094238281e-02;3.775930404663085938e-02;7.813239097595214844e-02;2.226605415344238281e-01;2.011551618576049805e+00;1.955479383468627930e+00
1.563525199890136719e-02;1.562595367431640625e-02;1.562619209289550781e-02;2.212047576904296875e-02;1.562905311584472656e-02;3.125262260437011719e-02;8.463788032531738281e-02;1.042223691940307617e+00;6.878746032714843750e+00;8.249745368957519531e-01
1.562714576721191406e-02;1.562547683715820312e-02;1.562571525573730469e-02;2.214026451110839844e-02;3.179931640625000000e-02;3.071784973144531250e-02;8.464622497558593750e-02;1.471385955810546875e-01;5.103654861450195312e-01;8.736658096313476562e-01
8.397817611694335938e-03;1.001167297363281250e-02;1.562809944152832031e-02;3.125309944152832031e-02;1.562690734863281250e-02;3.775787353515625000e-02;7.813239097595214844e-02;8.463835716247558594e-02;3.229246139526367188e-01;6.041135787963867188e-01
1.814675331115722656e-02;1.235604286193847656e-02;2.048873901367187500e-02;1.804208755493164062e-02;1.803135871887207031e-02;3.164505958557128906e-02;6.861925125122070312e-02;1.627688407897949219e-01;9.812150001525878906e-01;1.201863527297973633e+00
1.803469657897949219e-02;1.562952995300292969e-02;1.608824729919433594e-02;1.517224311828613281e-02;1.562619209289550781e-02;5.340385437011718750e-02;6.250381469726562500e-02;1.690874099731445312e-01;3.888585567474365234e-01;7.957146167755126953e-01
1.802420616149902344e-02;1.567244529724121094e-02;1.559185981750488281e-02;1.561760902404785156e-02;1.562619209289550781e-02;3.775501251220703125e-02;9.375905990600585938e-02;1.067667007446289062e-01;3.849668502807617188e-01;4.350240230560302734e-01
1.567101478576660156e-02;1.532196998596191406e-02;1.562619209289550781e-02;1.562571525573730469e-02;2.214002609252929688e-02;3.126478195190429688e-02;6.901717185974121094e-02;1.318328380584716797e-01;2.636880874633789062e-01;9.905331134796142578e-01
1.000285148620605469e-02;1.562952995300292969e-02;1.562571525573730469e-02;1.562595367431640625e-02;1.562476158142089844e-02;5.338311195373535156e-02;8.463716506958007812e-02;1.627666950225830078e-01;3.651063442230224609e-01;8.144729137420654297e-01
8.262872695922851562e-03;0.000000000000000000e+00;1.563739776611328125e-02;3.124356269836425781e-02;1.562666893005371094e-02;3.775763511657714844e-02;1.002805233001708984e-01;1.469573974609375000e-01;3.964092731475830078e-01;1.119759082794189453e+00
1.583504676818847656e-02;1.541018486022949219e-02;1.562595367431640625e-02;6.505727767944335938e-03;3.125548362731933594e-02;3.125143051147460938e-02;3.083541393280029297e-01;1.260221004486083984e-01;5.009081363677978516e-01;7.028408050537109375e-01
1.001334190368652344e-02;1.563835144042968750e-02;1.561737060546875000e-02;1.562619209289550781e-02;1.562547683715820312e-02;2.212834358215332031e-02;6.251573562622070312e-02;1.536421775817871094e-01;3.773467540740966797e-01;5.359322547912597656e+00
1.827740669250488281e-02;2.007460594177246094e-02;1.000356674194335938e-02;1.562881469726562500e-02;3.125143051147460938e-02;4.687762260437011719e-02;5.338358879089355469e-02;1.536433696746826172e-01;2.786836624145507812e-01;8.495762348175048828e-01
1.802062988281250000e-02;1.562833786010742188e-02;1.562595367431640625e-02;1.562571525573730469e-02;1.562595367431640625e-02;5.338358879089355469e-02;6.250500679016113281e-02;1.539049148559570312e-01;2.159285545349121094e-01;6.724033355712890625e-01
1.802468299865722656e-02;1.562786102294921875e-02;1.562619209289550781e-02;1.562619209289550781e-02;3.125143051147460938e-02;3.775882720947265625e-02;6.250357627868652344e-02;1.541655063629150391e-01;3.434739112854003906e-01;6.092197895050048828e-01
1.804327964782714844e-02;1.563668251037597656e-02;1.562714576721191406e-02;1.562643051147460938e-02;3.124237060546875000e-02;2.213191986083984375e-02;1.177500963211059570e+00;1.808321475982666016e-01;3.387575149536132812e-01;4.639842510223388672e-01
1.562738418579101562e-02;1.562643051147460938e-02;6.505489349365234375e-03;1.562929153442382812e-02;3.125190734863281250e-02;6.901025772094726562e-02;6.250548362731933594e-02;2.226715087890625000e-01;4.958987236022949219e-01;7.234065532684326172e-01
1.562738418579101562e-02;1.562619209289550781e-02;1.562595367431640625e-02;2.213072776794433594e-02;3.125476837158203125e-02;3.125166893005371094e-02;1.002602577209472656e-01;4.613335132598876953e-01;5.634894371032714844e-01;6.445062160491943359e-01
1.802611351013183594e-02;1.562857627868652344e-02;1.562523841857910156e-02;1.562619209289550781e-02;3.125190734863281250e-02;2.213025093078613281e-02;6.250619888305664062e-02;2.005505561828613281e-01;6.233739852905273438e-01;1.596734762191772461e+00
