1.803421974182128906e-02;1.563763618469238281e-02;1.562666893005371094e-02;1.562595367431640625e-02;1.562595367431640625e-02;3.776597976684570312e-02;4.688954353332519531e-02;8.462762832641601562e-02;4.688715934753417969e-02;6.902837753295898438e-02
1.562547683715820312e-02;1.562619209289550781e-02;2.214026451110839844e-02;1.562929153442382812e-02;1.562619209289550781e-02;3.125143051147460938e-02;1.562690734863281250e-02;5.338382720947265625e-02;1.315143108367919922e-01;2.519683837890625000e-01
8.019924163818359375e-03;2.016496658325195312e-02;1.001214981079101562e-02;1.563739776611328125e-02;1.562643051147460938e-02;3.124475479125976562e-02;3.125190734863281250e-02;5.338764190673828125e-02;1.002619266510009766e-01;1.164593696594238281e-01
1.527261734008789062e-02;1.574921607971191406e-02;6.004571914672851562e-03;3.126382827758789062e-02;6.899905204772949219e-02;3.125977516174316406e-02;3.125214576721191406e-02;3.777956962585449219e-02;1.002817153930664062e-01;3.125238418579101562e-02
1.562619209289550781e-02;1.562643051147460938e-02;1.562619209289550781e-02;2.214884757995605469e-02;1.561975479125976562e-02;3.125071525573730469e-02;3.775691986083984375e-02;1.562833786010742188e-02;4.688715934753417969e-02;6.902670860290527344e-02
1.562809944152832031e-02;1.561737060546875000e-02;1.562595367431640625e-02;2.213120460510253906e-02;1.562857627868652344e-02;3.125190734863281250e-02;3.125166893005371094e-02;5.339431762695312500e-02;2.711133956909179688e-01;4.187393188476562500e-02
1.562523841857910156e-02;1.562666893005371094e-02;1.561832427978515625e-02;2.213001251220703125e-02;1.562881469726562500e-02;4.687833786010742188e-02;1.562619209289550781e-02;3.775691986083984375e-02;3.125286102294921875e-02;5.356669425964355469e-02
1.563858985900878906e-02;1.562595367431640625e-02;1.562595367431640625e-02;1.561689376831054688e-02;1.562643051147460938e-02;2.213001251220703125e-02;3.192162513732910156e-02;3.125166893005371094e-02;3.675556182861328125e-02;4.688024520874023438e-02
1.562666893005371094e-02;1.562619209289550781e-02;2.212977409362792969e-02;1.562809944152832031e-02;1.562666893005371094e-02;1.562547683715820312e-02;3.125214576721191406e-02;2.213025093078613281e-02;6.250619888305664062e-02;6.942248344421386719e-02
1.522517204284667969e-02;1.562547683715820312e-02;1.562643051147460938e-02;2.213096618652343750e-02;1.563692092895507812e-02;1.561808586120605469e-02;4.687809944152832031e-02;6.901121139526367188e-02;4.687857627868652344e-02;2.213215827941894531e-02
1.562571525573730469e-02;1.562762260437011719e-02;1.562547683715820312e-02;3.125190734863281250e-02;6.505966186523437500e-03;1.562857627868652344e-02;7.812929153442382812e-02;2.213335037231445312e-02;3.126168251037597656e-02;1.002619266510009766e-01
1.589465141296386719e-02;1.574182510375976562e-02;2.175617218017578125e-02;1.563620567321777344e-02;1.561927795410156250e-02;3.125166893005371094e-02;3.775620460510253906e-02;4.688024520874023438e-02;5.338168144226074219e-02;3.125405311584472656e-02
1.562619209289550781e-02;1.562619209289550781e-02;1.562595367431640625e-02;2.213048934936523438e-02;1.562809944152832031e-02;1.562619209289550781e-02;3.125190734863281250e-02;6.901097297668457031e-02;6.250429153442382812e-02;8.463621139526367188e-02
1.562666893005371094e-02;6.505966186523437500e-03;3.125548362731933594e-02;1.562595367431640625e-02;1.562595367431640625e-02;3.775620460510253906e-02;1.562881469726562500e-02;4.687738418579101562e-02;3.775763511657714844e-02;7.814168930053710938e-02
1.562595367431640625e-02;6.512165069580078125e-03;3.125452995300292969e-02;1.562619209289550781e-02;1.562738418579101562e-02;5.340743064880371094e-02;3.124451637268066406e-02;1.562714576721191406e-02;3.125143051147460938e-02;2.213501930236816406e-02
1.562595367431640625e-02;1.562643051147460938e-02;1.562595367431640625e-02;1.562595367431640625e-02;2.213096618652343750e-02;1.562833786010742188e-02;3.125190734863281250e-02;1.562690734863281250e-02;3.775644302368164062e-02;1.005356311798095703e-01
1.584553718566894531e-02;1.541900634765625000e-02;1.562595367431640625e-02;1.562523841857910156e-02;1.561880111694335938e-02;2.213072776794433594e-02;4.688000679016113281e-02;8.464407920837402344e-02;1.562047004699707031e-02;3.124976158142089844e-02
2.213096618652343750e-02;1.562762260437011719e-02;1.562666893005371094e-02;1.562619209289550781e-02;1.562571525573730469e-02;6.901097297668457031e-02;3.125214576721191406e-02;1.562595367431640625e-02;6.901121139526367188e-02;3.125286102294921875e-02
1.562643051147460938e-02;6.504535675048828125e-03;3.125572204589843750e-02;1.562523841857910156e-02;1.562643051147460938e-02;3.775572776794433594e-02;4.688096046447753906e-02;1.002633571624755859e-01;8.466100692749023438e-02;1.159074306488037109e-01
1.562547683715820312e-02;1.561808586120605469e-02;2.213120460510253906e-02;1.562809944152832031e-02;3.125262260437011719e-02;1.562571525573730469e-02;2.213072776794433594e-02;7.813310623168945312e-02;8.497834205627441406e-02;5.306911468505859375e-02
