1.762819290161132812e-02;1.900482177734375000e-02;2.100491523742675781e-02;2.000427246093750000e-02;2.400588989257812500e-02;2.500414848327636719e-02
1.700329780578613281e-02;1.700425148010253906e-02;2.000498771667480469e-02;2.200508117675781250e-02;2.000451087951660156e-02;3.300762176513671875e-02
1.700282096862792969e-02;1.800465583801269531e-02;1.900386810302734375e-02;2.000498771667480469e-02;2.600598335266113281e-02;2.600502967834472656e-02
1.700425148010253906e-02;1.700425148010253906e-02;1.900935173034667969e-02;2.000403404235839844e-02;1.900458335876464844e-02;2.700591087341308594e-02
1.600313186645507812e-02;1.700472831726074219e-02;1.800417900085449219e-02;1.900434494018554688e-02;2.900671958923339844e-02;2.400565147399902344e-02
1.700329780578613281e-02;1.700401306152343750e-02;1.900506019592285156e-02;2.200508117675781250e-02;2.300524711608886719e-02;2.800559997558593750e-02
1.800417900085449219e-02;1.700496673583984375e-02;1.900434494018554688e-02;2.100491523742675781e-02;2.800750732421875000e-02;2.600646018981933594e-02
1.700353622436523438e-02;1.800346374511718750e-02;1.800489425659179688e-02;1.900458335876464844e-02;3.200697898864746094e-02;4.400968551635742188e-02
1.900434494018554688e-02;2.000308036804199219e-02;2.100872993469238281e-02;2.000474929809570312e-02;2.200508117675781250e-02;3.500699996948242188e-02
1.700520515441894531e-02;1.800322532653808594e-02;1.600360870361328125e-02;2.500605583190917969e-02;2.100467681884765625e-02;2.451515197753906250e-02
1.700401306152343750e-02;1.600384712219238281e-02;1.800251007080078125e-02;1.800417900085449219e-02;2.000522613525390625e-02;3.500771522521972656e-02
1.550936698913574219e-02;1.800346374511718750e-02;1.800417900085449219e-02;2.100467681884765625e-02;3.500771522521972656e-02;3.300738334655761719e-02
1.600360870361328125e-02;1.700377464294433594e-02;1.700377464294433594e-02;2.100515365600585938e-02;2.600526809692382812e-02;4.200911521911621094e-02
1.900410652160644531e-02;1.800465583801269531e-02;2.100372314453125000e-02;2.200484275817871094e-02;3.301382064819335938e-02;2.498936653137207031e-02
1.700377464294433594e-02;1.700353622436523438e-02;1.900410652160644531e-02;1.900458335876464844e-02;3.200745582580566406e-02;2.395510673522949219e-02
1.600289344787597656e-02;1.800489425659179688e-02;1.800465583801269531e-02;2.400398254394531250e-02;2.100443840026855469e-02;2.500557899475097656e-02
1.600360870361328125e-02;1.800441741943359375e-02;1.700329780578613281e-02;1.900458335876464844e-02;3.000712394714355469e-02;2.400612831115722656e-02
1.700305938720703125e-02;1.800370216369628906e-02;1.900458335876464844e-02;2.000451087951660156e-02;1.800417900085449219e-02;2.000427246093750000e-02
1.600432395935058594e-02;1.900410652160644531e-02;1.700353622436523438e-02;2.000546455383300781e-02;2.400493621826171875e-02;2.653813362121582031e-02
1.700353622436523438e-02;1.800417900085449219e-02;1.700425148010253906e-02;3.600859642028808594e-02;2.000474929809570312e-02;2.100467681884765625e-02
