1.654076576232910156e-02;1.800370216369628906e-02;1.900386810302734375e-02;2.000427246093750000e-02;2.800655364990234375e-02;3.501105308532714844e-02
1.600289344787597656e-02;1.700425148010253906e-02;1.900339126586914062e-02;2.100396156311035156e-02;2.500557899475097656e-02;3.801822662353515625e-02
1.700377464294433594e-02;1.700305938720703125e-02;1.900434494018554688e-02;2.300500869750976562e-02;2.500438690185546875e-02;4.100918769836425781e-02
1.700377464294433594e-02;1.700377464294433594e-02;1.800537109375000000e-02;2.600622177124023438e-02;3.000760078430175781e-02;3.900980949401855469e-02
1.900386810302734375e-02;2.200579643249511719e-02;2.200508117675781250e-02;2.400684356689453125e-02;2.900624275207519531e-02;3.900766372680664062e-02
2.100419998168945312e-02;1.900386810302734375e-02;2.100539207458496094e-02;2.391886711120605469e-02;3.300738334655761719e-02;5.501246452331542969e-02
1.600432395935058594e-02;1.750779151916503906e-02;1.700377464294433594e-02;2.000474929809570312e-02;2.500557899475097656e-02;3.700804710388183594e-02
1.700448989868164062e-02;1.700282096862792969e-02;1.700448989868164062e-02;2.100467681884765625e-02;2.682113647460937500e-02;3.800868988037109375e-02
1.800417900085449219e-02;1.900410652160644531e-02;1.800394058227539062e-02;2.107071876525878906e-02;2.600598335266113281e-02;3.500771522521972656e-02
1.800322532653808594e-02;1.800704002380371094e-02;1.800632476806640625e-02;2.300238609313964844e-02;3.100657463073730469e-02;5.201125144958496094e-02
